KODEPT,PT,KEBIJAKAN_UNGGAH,KEBIJAKAN_VERIFIED,KEBIJAKAN_VALID,STANDAR_INSTITUSI_UNGGAH,STANDAR_INSTITUSI_VERIFIED,STANDAR_INSTITUSI_VALID,JML_STDLAIN_VALID,AMI_UNGGAH,AMI_VERIFIED,AMI_VALID,EVALUASI_LAIN_UNGGAH,EVALUASI_LAIN_VERIFIED,EVALUASI_LAIN_VALID,JML_EVAL_LAIN_VALID,PENGENDALIAN_UNGGAH,PENGENDALIAN_VERIFIED,PENGENDALIAN_VALID,PENINGKATAN_UNGGAH,PENINGKATAN_VERIFIED,PENINGKATAN_VALID,BOBOT VALID (%),BOBOT VERIFIKASI (%),BOBOT UNGGAH (%),Klaster
44228,Akademi Kebidanan Bandung,6,6,6,10,10,10,5,3,3,3,4,4,4,0,10,10,10,6,6,6,100%,100%,100%,Hijau
44093,Akademi Pariwisata Nasional Indonesia Bandung,6,6,6,10,10,10,6,3,3,3,3,3,3,0,6,6,6,6,6,6,89%,89%,89%,Hijau
42002,Institut Teknologi Nasional Bandung,6,6,6,10,10,10,1,3,3,3,2,2,2,0,10,10,10,6,6,6,100%,100%,100%,Hijau
42027,Institut Teknologi Petroleum Balongan,6,6,6,10,10,10,5,3,3,3,4,4,4,1,3,3,3,6,6,6,80%,80%,80%,Kuning
42005,Institut Teknologi Sains Bandung,6,6,6,10,10,10,7,3,0,0,4,4,4,0,7,7,7,6,6,6,83%,83%,91%,Hijau
45052,Politeknik Lembaga Pendidikan dan Pengembangan Profesi Indonesia,6,6,6,10,10,10,0,3,3,3,4,0,0,1,10,10,10,6,6,6,100%,100%,100%,Hijau
45027,Politeknik Piksi Ganesha,6,6,6,10,10,10,16,3,3,3,4,4,4,6,8,8,8,6,6,6,94%,94%,94%,Hijau
43191,Sekolah Tinggi Farmasi Indonesia,6,6,6,10,10,10,7,3,3,3,1,0,0,0,8,8,8,6,6,6,94%,94%,94%,Hijau
43022,Sekolah Tinggi Ilmu Ekonomi Ekuitas,6,6,6,10,10,10,6,3,3,3,4,2,2,0,10,10,10,6,6,6,100%,100%,100%,Hijau
43128,Sekolah Tinggi Ilmu Ekonomi Gema Widya Bangsa,6,6,6,10,10,10,0,3,3,3,1,0,0,1,10,10,10,6,6,6,100%,100%,100%,Hijau
43089,Sekolah Tinggi Ilmu Ekonomi Mulia Pratama,6,6,6,10,10,10,0,3,3,3,3,3,3,6,10,10,10,6,1,1,86%,86%,100%,Hijau
43074,Sekolah Tinggi Ilmu Ekonomi Yasa Anggana,6,6,6,10,10,10,5,3,3,3,4,0,0,0,9,9,9,6,6,6,97%,97%,97%,Hijau
43231,Sekolah Tinggi Ilmu Kesehatan Banten,6,6,6,10,10,10,3,3,3,3,1,1,1,0,9,9,7,6,6,6,91%,97%,97%,Hijau
43284,Sekolah Tinggi Ilmu Kesehatan Budhi Luhur Cimahi,6,6,6,10,10,10,8,3,3,3,4,0,0,0,9,9,9,6,6,6,97%,97%,97%,Hijau
43220,Sekolah Tinggi Ilmu Kesehatan Respati,6,6,5,10,10,10,1,3,3,3,1,1,1,0,8,8,8,6,6,6,91%,94%,94%,Hijau
43386,Sekolah Tinggi Ilmu Kesehatan RS Dustira,6,6,6,10,10,10,19,3,3,3,1,0,0,0,9,9,9,6,6,6,97%,97%,97%,Hijau
43207,Sekolah Tinggi Ilmu Manajemen Budi Bakti,6,6,6,10,10,10,2,3,3,3,2,2,2,0,10,10,10,6,6,6,100%,100%,100%,Hijau
41134,Universitas Teknologi Bandung,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%,0%,Merah
43290,Sekolah Tinggi Teknologi Duta Bangsa,6,6,6,10,10,10,1,3,3,3,4,4,4,0,8,8,8,6,6,6,94%,94%,94%,Hijau
43218,Sekolah Tinggi Teknologi Fatahillah Cilegon,6,6,6,10,10,10,3,3,3,3,2,2,2,0,5,5,5,6,6,6,86%,86%,86%,Hijau
43234,Sekolah Tinggi Teknologi Ilmu Komputer (STTIKOM) Insan Unggul,6,6,6,10,10,10,0,3,3,3,4,3,3,0,10,10,10,6,6,6,100%,100%,100%,Hijau
43132,Sekolah Tinggi Teknologi Industri dan Farmasi Bogor,6,6,6,10,10,10,1,3,3,3,4,2,2,1,10,10,8,6,6,4,89%,100%,100%,Hijau
43040,Sekolah Tinggi Teknologi Mandala,6,6,6,10,10,10,7,3,3,3,4,4,4,0,5,5,5,6,6,6,86%,86%,86%,Hijau
43167,Sekolah Tinggi Teknologi Wastukancana,6,6,6,9,9,9,1,3,3,3,2,2,2,0,8,8,8,6,6,6,91%,91%,91%,Hijau
43306,STIE Pasim Sukabumi,6,6,6,10,10,10,27,3,3,3,3,3,3,5,9,9,9,6,6,6,97%,97%,97%,Hijau
43356,STIKES Muhammadiyah Cirebon,6,6,6,10,10,10,2,3,3,3,4,4,4,0,10,10,10,6,6,5,97%,100%,100%,Hijau
43348,STIKES Prima Indonesia,6,6,6,9,9,9,1,3,0,0,4,0,0,1,10,10,10,6,6,6,89%,89%,97%,Hijau
43027,STMIK Mardira Indonesia,6,6,6,10,10,10,3,3,3,3,4,4,4,0,10,10,10,6,6,6,100%,100%,100%,Hijau
43104,STMIK Tulus Cendekia,6,6,6,10,10,10,0,3,3,3,0,0,0,0,10,10,10,6,6,6,100%,100%,100%,Hijau
41087,Universitas Aisyiyah Bandung,6,6,6,10,10,10,4,3,3,3,4,4,4,0,6,6,6,6,6,6,89%,89%,89%,Hijau
41068,Universitas Bhakti Kencana,6,6,6,10,10,10,0,3,3,3,4,4,4,0,8,8,8,6,6,6,94%,94%,94%,Hijau
41074,Universitas Bina Insani,6,6,6,10,10,10,3,3,3,3,4,4,4,2,7,7,7,6,6,6,91%,91%,91%,Hijau
41019,Universitas Djuanda,6,6,6,10,10,10,2,3,3,3,3,3,3,2,10,10,10,6,6,6,100%,100%,100%,Hijau
41023,Universitas Galuh,6,6,6,10,10,10,11,3,3,3,3,3,3,0,10,10,9,6,6,6,97%,100%,100%,Hijau
41066,Universitas Halim sanusi,6,6,6,10,10,10,2,3,3,3,4,4,4,0,5,5,5,6,6,6,86%,86%,86%,Hijau
41084,Universitas Insan Cendekia Mandiri,6,6,6,8,8,8,5,3,3,3,3,2,2,0,10,10,10,6,6,6,94%,94%,94%,Hijau
41106,Universitas Internasional Jakarta,6,6,6,10,10,10,7,3,3,3,0,0,0,0,10,10,10,6,6,6,100%,100%,100%,Hijau
41002,Universitas Islam Bandung,6,6,6,10,10,10,1,3,0,0,2,2,2,1,9,9,9,6,6,6,89%,89%,97%,Hijau
41006,Universitas Katolik Parahyangan,6,6,6,10,10,10,6,3,3,3,3,2,2,0,10,10,10,6,6,6,100%,100%,100%,Hijau
41102,Universitas Koperasi Indonesia,6,4,3,10,10,10,2,3,3,3,3,1,1,1,10,10,10,6,6,3,83%,94%,100%,Hijau
41007,Universitas Kristen Maranatha,6,6,6,10,10,10,4,3,0,0,4,0,0,1,10,10,10,6,6,6,91%,91%,100%,Hijau
41038,Universitas Kuningan,6,6,6,10,10,10,6,3,3,2,4,4,4,0,10,10,10,6,6,6,97%,100%,100%,Hijau
41043,Universitas Majalengka,6,6,6,10,10,10,6,3,3,3,1,1,1,0,10,10,10,6,6,6,100%,100%,100%,Hijau
41064,Universitas Muhammadiyah Bandung,6,6,6,10,10,10,1,3,3,3,2,1,1,0,8,8,8,6,6,6,94%,94%,94%,Hijau
41029,Universitas Muhammadiyah Cirebon,6,6,6,10,10,10,1,3,3,3,0,0,0,0,10,10,10,6,6,6,100%,100%,100%,Hijau
41061,Universitas Muhammadiyah Tasikmalaya,6,6,6,10,10,10,5,3,3,3,0,0,0,1,10,10,10,6,6,6,100%,100%,100%,Hijau
41031,Universitas Nasional Pasim,6,6,6,10,10,10,7,3,3,3,4,4,1,3,8,8,8,6,6,6,94%,94%,94%,Hijau
41067,Universitas Nusa Putra,6,5,5,10,10,10,36,3,3,3,3,3,3,2,10,10,10,6,6,6,97%,97%,100%,Hijau
41004,Universitas Pakuan,6,6,6,10,10,10,15,3,3,3,4,4,4,1,10,10,5,6,6,6,86%,100%,100%,Hijau
41033,Universitas Pamulang,6,6,6,10,10,10,5,3,3,3,2,2,2,0,6,6,6,6,6,6,89%,89%,89%,Hijau
41078,Universitas Panca Sakti Bekasi,6,6,6,10,10,10,5,3,1,1,4,4,3,0,10,10,10,6,6,6,94%,94%,100%,Hijau
41008,Universitas Pasundan,6,6,6,10,10,10,61,3,3,3,4,4,4,6,10,10,10,6,6,6,100%,100%,100%,Hijau
41053,Universitas Pembangunan Jaya,6,6,6,10,10,10,0,3,3,3,4,4,4,0,9,9,9,6,6,6,97%,97%,97%,Hijau
41035,Universitas Putra Indonesia,6,6,6,10,10,10,7,3,3,3,0,0,0,0,9,9,9,6,6,6,97%,97%,97%,Hijau
41009,Universitas Swadaya Gunung Jati,6,6,6,10,10,10,1,3,3,3,1,1,1,0,6,6,6,6,6,6,89%,89%,89%,Hijau
41111,Universitas Teknologi Digital,6,6,6,10,10,10,1,3,3,3,2,0,0,0,10,10,10,6,6,6,100%,100%,100%,Hijau
41057,Universitas Telkom,6,6,6,10,10,10,7,3,3,3,4,4,4,5,10,10,10,6,6,6,100%,100%,100%,Hijau
41022,Universitas Winaya Mukti,6,6,6,10,10,10,7,3,2,2,4,2,2,0,10,7,7,6,6,6,89%,89%,100%,Hijau
41099,Universitas Yuppentek Indonesia,6,6,6,10,10,10,1,3,3,3,0,0,0,0,10,10,10,6,6,6,100%,100%,100%,Hijau
44238,Akademi Farmasi YPF,6,6,6,10,10,10,0,3,3,3,4,4,4,0,10,10,10,6,6,6,100%,100%,100%,Hijau
44072,Akademi Tata Boga Bandung,6,6,6,10,10,10,1,3,3,3,4,4,0,1,6,6,6,6,6,6,89%,89%,89%,Hijau
42013,Institut Pendidikan Indonesia Garut,6,6,6,10,10,10,5,3,3,3,2,2,2,7,4,4,4,6,6,6,83%,83%,83%,Hijau
42028,Institut Teknologi dan Kesehatan Mahardika,6,6,6,10,10,10,0,3,3,3,3,3,2,0,10,10,10,6,6,6,100%,100%,100%,Hijau
45042,Politeknik Enjinering Indorama,6,6,6,10,10,10,0,3,3,3,1,0,0,0,9,9,9,6,5,5,94%,94%,97%,Hijau
43359,Sekolah Tinggi Ilmu Komputer El Rahma,6,6,6,10,10,10,2,3,3,3,4,0,0,0,10,10,10,6,6,6,100%,100%,100%,Hijau
43217,Sekolah Tinggi Teknik Karawang,6,6,6,10,10,10,1,3,3,3,0,0,0,1,5,5,5,6,6,6,86%,86%,86%,Hijau
43103,STISIP Widyapuri Mandiri,6,6,6,10,10,10,2,3,3,3,4,0,0,0,10,10,10,6,0,0,83%,83%,100%,Hijau
41011,Universitas Advent Indonesia,6,6,6,10,10,10,3,3,3,3,0,0,0,0,6,6,6,6,6,5,86%,89%,89%,Hijau
41024,Universitas Garut,6,6,6,10,10,10,12,3,3,3,1,0,0,1,4,4,4,6,6,6,83%,83%,83%,Hijau
41018,Universitas Islam 45,6,6,6,10,10,10,7,3,3,3,0,0,0,3,5,5,5,6,6,6,86%,86%,86%,Hijau
41104,Universitas Logistik dan Bisnis Internasional,6,6,6,10,10,10,1,3,3,3,3,0,0,0,10,10,10,6,0,0,83%,83%,100%,Hijau
41025,Universitas Nurtanio,6,6,6,10,10,10,1,3,3,3,3,0,0,0,10,10,10,6,6,0,83%,100%,100%,Hijau
41041,Universitas Presiden,6,6,6,10,10,10,1,3,3,3,4,4,3,0,10,9,9,6,5,5,94%,94%,100%,Hijau
41100,Universitas Sali Al-Aitaam,6,6,6,9,9,9,1,3,3,3,4,0,0,0,5,5,5,6,6,6,83%,83%,83%,Hijau
41044,Universitas Sangga Buana,6,6,6,10,10,10,6,3,3,3,1,1,1,0,5,5,5,6,6,6,86%,86%,86%,Hijau
41122,Universitas Utpadaka Swastika,6,6,6,10,10,10,4,3,3,3,2,2,2,0,10,10,10,6,6,6,100%,100%,100%,Hijau
42022,Institut Digital Ekonomi LPKIA,6,6,6,10,10,10,0,3,3,3,4,4,4,0,4,4,4,6,6,6,83%,83%,83%,Hijau
45043,Politeknik Meta Industri Cikarang,6,6,6,9,9,9,6,3,3,2,4,0,0,2,9,9,9,6,6,5,89%,94%,94%,Hijau
43390,Sekolah Tinggi Ilmu Ekonomi Triguna,6,6,6,10,10,10,0,3,3,3,3,0,0,0,5,5,5,6,6,6,86%,86%,86%,Hijau
43377,Sekolah Tinggi Manajemen Informatika dan Komputer Al Muslim,6,6,6,10,10,10,4,3,3,3,3,3,3,0,10,10,10,6,6,6,100%,100%,100%,Hijau
43323,STKIP Muhammadiyah Kuningan,6,6,6,9,9,9,1,3,3,3,3,3,3,0,10,10,10,6,6,6,97%,97%,97%,Hijau
41005,Universitas Islam Syekh-Yusuf,6,6,6,10,10,10,2,3,3,3,4,0,0,0,4,4,4,6,6,6,83%,83%,83%,Hijau
43196,Sekolah Tinggi Bahasa Asing Technocrat,6,6,6,10,10,10,4,3,3,3,4,4,4,1,3,3,3,6,6,6,80%,80%,80%,Kuning
43213,Sekolah Tinggi Ilmu Kesehatan Indramayu,6,6,6,10,10,10,1,3,3,3,4,4,4,1,3,3,3,6,6,6,80%,80%,80%,Kuning
43326,Sekolah Tinggi Keguruan dan Ilmu Pendidikan Bina Mutiara,6,6,6,10,10,10,4,3,3,3,4,4,4,5,3,3,3,6,6,6,80%,80%,80%,Kuning
43319,Sekolah Tinggi Pariwisata Bogor,6,6,6,10,10,10,10,3,3,3,4,4,4,2,4,0,0,6,6,6,71%,71%,83%,Kuning
41037,Universitas Al-ghifari,6,6,6,10,10,10,1,3,3,3,4,4,4,3,3,3,3,6,6,6,80%,80%,80%,Kuning
41021,Universitas Jenderal Achmad Yani,6,6,6,10,10,10,0,3,3,3,4,4,4,0,3,3,3,6,6,6,80%,80%,80%,Kuning
41027,Universitas Komputer Indonesia,6,2,2,10,10,10,10,3,2,2,2,1,1,4,8,8,8,6,6,6,80%,80%,94%,Kuning
41071,Universitas Raharja,6,6,6,10,7,7,8,3,1,1,4,4,4,0,9,9,8,6,6,6,80%,83%,97%,Kuning
44239,Akademi Farmasi Bumi Siliwangi,6,6,6,9,9,9,1,3,3,3,2,2,2,0,2,2,2,6,1,1,60%,60%,74%,Kuning
44196,Akademi Kebidanan Prima Husada,6,6,6,10,10,10,1,3,1,1,1,0,0,1,3,3,3,6,6,6,74%,74%,80%,Kuning
44160,Akademi Keperawatan Buntet Pesantren,6,6,6,10,10,10,0,3,3,3,4,3,3,0,3,3,3,6,6,6,80%,80%,80%,Kuning
44143,Akademi Keperawatan Kebonjati,6,5,0,10,2,0,1,3,0,0,0,0,0,0,4,3,0,6,0,0,0%,29%,83%,Merah
44230,Akademi Keperawatan RS Efarina,6,6,6,10,10,6,1,3,3,2,0,0,0,0,3,3,3,6,6,4,60%,80%,80%,Kuning
44052,Akademi Maritim Cirebon,6,6,6,10,10,10,2,2,2,2,4,3,3,1,4,4,4,6,5,5,77%,77%,80%,Kuning
44071,Akademi Sekretari Dan Manajemen Ariyanti,6,6,6,9,9,9,7,3,3,0,4,4,3,0,5,5,5,6,6,4,69%,83%,83%,Kuning
44108,AMIK Citra Buana Indonesia,6,6,6,8,8,8,1,3,3,3,4,1,1,1,3,3,3,5,5,5,71%,71%,71%,Kuning
44009,AMIK Wira Nusantara,6,6,6,8,8,8,1,3,3,3,0,0,0,0,1,1,1,6,6,6,69%,69%,69%,Kuning
42010,Institut Bisnis Muhammadiyah Bekasi,6,6,0,10,10,9,8,3,3,2,3,3,2,0,10,10,10,6,6,0,60%,100%,100%,Kuning
42012,Institut Keguruan dan Ilmu Pendidikan Siliwangi,6,6,6,10,10,10,12,3,2,2,4,2,2,57,3,3,0,6,6,6,69%,77%,80%,Kuning
42017,Institut Kesehatan Rajawali,6,6,6,9,8,8,0,3,3,3,0,0,0,0,9,6,6,6,5,5,80%,80%,94%,Kuning
42026,Institut Teknologi dan Bisnis Banten,6,6,6,10,10,10,0,3,3,3,0,0,0,1,3,3,3,6,6,5,77%,80%,80%,Kuning
42020,Institut Teknologi Garut,6,6,6,10,10,10,15,3,0,0,1,0,0,0,2,0,0,6,6,6,63%,63%,77%,Kuning
42006,Institut Teknologi Harapan Bangsa,6,6,6,6,6,6,3,3,3,3,4,3,3,0,2,2,0,6,6,6,60%,66%,66%,Kuning
42015,Institut Teknologi Tangerang Selatan,6,6,6,10,10,10,0,3,3,3,4,4,1,0,1,1,0,6,6,2,60%,74%,74%,Kuning
45030,Politeknik Al-Islam Bandung,6,6,6,6,6,6,5,3,3,3,3,0,0,1,6,6,6,6,6,1,63%,77%,77%,Kuning
45046,Politeknik Bhakti Asih Purwakarta,6,6,6,10,10,10,0,3,3,3,4,0,0,0,10,10,2,6,3,3,69%,91%,100%,Kuning
45053,Politeknik Bina Madani,6,6,6,4,4,4,0,3,3,3,0,0,0,0,6,6,6,6,5,5,69%,69%,71%,Kuning
45033,Politeknik Kesehatan Bhakti Pertiwi Husada,6,6,6,10,10,10,1,3,3,3,2,1,1,0,1,1,1,6,6,6,74%,74%,74%,Kuning
45051,Politeknik Kesehatan Genesis Medicare,6,6,6,9,9,9,2,3,3,3,3,3,3,0,3,3,3,6,6,6,77%,77%,77%,Kuning
45010,Politeknik Piksi Input Serang,6,6,6,5,5,5,0,3,3,3,4,4,3,0,5,5,5,6,6,6,71%,71%,71%,Kuning
45012,Politeknik Tri Mitra Karya Mandiri,6,6,6,10,10,10,0,3,3,3,0,0,0,0,1,1,1,6,5,5,71%,71%,74%,Kuning
45037,Politeknik Triguna Tasikmalaya,6,6,6,10,10,10,0,3,3,3,0,0,0,0,3,3,3,6,6,6,80%,80%,80%,Kuning
45041,Politeknik Tunas Pemuda,6,6,6,10,10,10,2,3,3,3,3,1,1,0,3,3,3,6,6,6,80%,80%,80%,Kuning
43131,Sekolah Tinggi Bahasa Asing JIA,6,6,6,8,8,8,0,3,3,3,0,0,0,0,3,3,3,6,6,0,57%,74%,74%,Kuning
43035,Sekolah Tinggi Bahasa Asing Yapari,6,6,6,10,10,10,7,3,3,3,3,2,2,0,3,3,3,6,6,6,80%,80%,80%,Kuning
43079,Sekolah Tinggi Desain Indonesia Bandung,6,6,6,10,10,10,0,3,3,3,4,4,2,0,0,0,0,2,2,2,60%,60%,60%,Kuning
43003,Sekolah Tinggi Hukum Pasundan,6,6,5,9,9,9,6,3,1,0,4,4,0,0,5,5,5,6,6,6,71%,77%,83%,Kuning
43227,Sekolah Tinggi Ilmu Ekonomi BII Bekasi,6,6,6,10,10,10,0,3,3,3,4,4,1,2,10,0,0,6,6,6,71%,71%,100%,Kuning
43349,Sekolah Tinggi Ilmu Ekonomi Ekadharma Indonesia,6,6,6,10,10,10,0,3,3,3,3,3,3,0,3,3,3,6,6,6,80%,80%,80%,Kuning
43296,Sekolah Tinggi Ilmu Ekonomi Harapan Bangsa,6,6,6,6,5,5,3,3,3,3,4,2,2,0,2,2,2,6,6,6,63%,63%,66%,Kuning
43088,Sekolah Tinggi Ilmu Ekonomi Miftahul Huda,6,6,6,10,10,10,2,3,3,3,0,0,0,0,2,2,2,6,6,6,77%,77%,77%,Kuning
43043,Sekolah Tinggi Ilmu Ekonomi Pasundan,6,6,6,10,10,10,6,3,3,3,2,2,2,0,3,3,3,6,6,6,80%,80%,80%,Kuning
43096,Sekolah Tinggi Ilmu Ekonomi Tri Bhakti,6,6,6,9,9,9,0,3,3,3,4,4,4,0,0,0,0,0,0,0,51%,51%,51%,Kuning
43114,Sekolah Tinggi Ilmu Ekonomi Yasmi,6,6,5,7,7,4,0,3,3,2,4,4,4,0,4,4,3,6,6,6,57%,74%,74%,Kuning
43372,Sekolah Tinggi Ilmu Kesehatan Ahmad Dahlan Cirebon,6,6,6,6,6,6,4,3,0,0,3,0,0,0,6,6,6,6,6,6,69%,69%,77%,Kuning
43365,Sekolah Tinggi Ilmu Kesehatan Bogor Husada,6,6,6,7,7,7,1,3,0,0,0,0,0,0,6,6,6,6,2,2,60%,60%,80%,Kuning
43382,Sekolah Tinggi Ilmu Kesehatan Cianjur,6,6,5,10,10,10,0,3,3,1,0,0,0,0,7,7,7,6,6,5,80%,91%,91%,Kuning
43178,Sekolah Tinggi Ilmu Kesehatan Cirebon,6,6,6,10,10,10,1,3,3,2,4,4,2,0,1,1,0,6,6,6,69%,74%,74%,Kuning
43212,Sekolah Tinggi Ilmu Kesehatan Dharma Husada,6,6,6,10,10,10,4,3,2,2,1,1,1,1,7,6,0,6,5,5,66%,83%,91%,Kuning
43288,Sekolah Tinggi Ilmu Kesehatan Kuningan,6,6,6,10,7,7,1,3,1,1,4,3,3,7,7,1,1,6,6,6,60%,60%,91%,Kuning
43371,Sekolah Tinggi Ilmu Kesehatan Pelita Ilmu Depok,6,6,6,9,9,9,2,3,3,3,0,0,0,0,6,6,6,6,6,6,86%,86%,86%,Hijau
43374,Sekolah Tinggi Ilmu Kesehatan Permata Nusantara,6,6,6,10,10,10,17,3,3,3,4,4,3,0,3,3,3,6,6,6,80%,80%,80%,Kuning
43358,Sekolah Tinggi Ilmu Kesehatan Salsabila Serang,6,1,1,10,8,8,1,3,0,0,4,0,0,0,10,10,10,6,6,6,71%,71%,100%,Kuning
43286,Sekolah Tinggi Ilmu Kesehatan Sukabumi,6,6,6,5,5,5,3,3,3,3,4,0,0,3,5,5,5,6,2,2,60%,60%,71%,Kuning
43282,Sekolah Tinggi Ilmu Kesehatan Widya Dharma Husada Tangerang,6,6,6,10,10,10,7,3,3,3,4,4,4,0,10,10,10,6,6,6,100%,100%,100%,Hijau
43380,Sekolah Tinggi Manajemen Informatika dan Komputer Al-Fath,6,6,6,10,10,10,0,3,3,3,0,0,0,0,3,3,3,6,6,6,80%,80%,80%,Kuning
43044,Sekolah Tinggi Teknologi Bina Tunggal,6,6,6,4,4,4,0,3,3,3,4,4,1,0,1,1,1,6,6,6,57%,57%,57%,Kuning
43100,Sekolah Tinggi Teknologi Cipasung,6,6,6,10,10,10,1,3,3,3,1,1,1,0,3,3,0,6,6,6,71%,80%,80%,Kuning
43050,Sekolah Tinggi Teknologi Cirebon,6,6,6,9,8,8,9,3,3,3,2,2,2,0,1,1,1,6,1,1,54%,54%,71%,Kuning
43192,Sekolah Tinggi Teknologi Informatika Sony Sugema,6,6,6,10,10,10,0,3,3,3,1,1,1,0,1,1,1,6,6,6,74%,74%,74%,Kuning
43253,Sekolah Tinggi Teknologi Muhammadiyah Cileungsi,6,6,6,10,10,10,0,3,1,1,3,3,3,0,3,3,3,6,6,6,74%,74%,80%,Kuning
43262,Sekolah Tinggi Teknologi Pratama Adi,6,6,6,10,10,10,0,3,3,3,4,4,4,0,1,0,0,6,6,6,71%,71%,74%,Kuning
43269,STIE Dharma Negara,6,6,6,10,10,10,2,3,3,3,0,0,0,0,9,9,9,6,6,6,97%,97%,97%,Hijau
43361,STIKES Muhammadiyah Kuningan,6,4,4,9,9,9,2,3,3,3,2,0,0,4,9,9,9,0,0,0,71%,71%,77%,Kuning
43341,STISIP Trimasda Cilegon,6,6,6,10,10,10,1,3,3,3,2,0,0,0,1,1,1,6,6,6,74%,74%,74%,Kuning
43137,STMIK Amik Bandung,6,5,5,5,5,5,0,3,3,3,1,0,0,1,8,8,8,6,6,6,77%,77%,80%,Kuning
43063,STMIK Bandung,6,6,6,10,10,10,0,3,3,3,3,3,2,0,1,1,1,6,6,6,74%,74%,74%,Kuning
43185,STMIK IKMI Cirebon,6,6,6,10,10,10,0,3,3,3,2,2,2,0,3,3,3,6,6,6,80%,80%,80%,Kuning
43232,STMIK Mercusuar,6,6,6,8,8,8,0,2,2,2,1,1,1,0,0,0,0,6,6,6,63%,63%,63%,Kuning
43139,STMIK Rosma,6,6,6,8,8,8,4,3,3,3,4,0,0,0,5,5,5,6,0,0,63%,63%,80%,Kuning
41077,Universitas Adhirajasa Reswara Sanjaya,6,6,6,9,9,9,6,3,3,3,1,1,1,0,9,9,9,6,6,5,91%,94%,94%,Hijau
41098,Universitas Bakti Tunas Husada,6,6,6,5,5,5,2,3,3,3,4,3,3,0,3,3,3,6,6,6,66%,66%,66%,Kuning
41055,Universitas Banten Jaya,6,6,6,10,10,10,14,3,3,3,4,4,3,0,2,2,2,6,6,6,77%,77%,77%,Kuning
41081,Universitas Binaniaga Indonesia,6,6,6,10,9,9,0,3,3,3,4,4,4,0,8,4,4,6,6,6,80%,80%,94%,Kuning
41062,Universitas Buana Perjuangan Karawang,6,6,2,10,10,7,9,3,3,3,1,0,0,10,10,10,10,6,6,4,74%,100%,100%,Kuning
41060,Universitas Buddhi Dharma,6,6,6,5,5,5,5,3,3,3,4,4,4,2,4,4,4,6,6,6,69%,69%,69%,Kuning
41086,Universitas Cendekia Abditama,6,6,6,10,10,10,0,3,3,3,0,0,0,0,1,1,1,6,6,6,74%,74%,74%,Kuning
41089,Universitas Cipasung Tasikmalaya,6,6,6,10,10,10,1,3,3,3,4,1,1,1,1,1,1,6,6,6,74%,74%,74%,Kuning
41082,Universitas Global Jakarta,6,6,6,10,8,8,2,3,3,3,4,3,3,1,5,5,5,6,6,6,80%,80%,86%,Kuning
41001,Universitas Ibn Khaldun Bogor,6,5,5,10,8,8,2,3,3,3,4,1,1,0,9,1,0,6,6,6,63%,66%,97%,Kuning
41093,Universitas Indonesia Membangun,6,6,6,10,10,10,0,3,3,3,2,1,1,0,3,3,3,6,6,6,80%,80%,80%,Kuning
41110,Universitas Insan Pembangunan Indonesia,6,6,6,10,10,10,3,3,3,3,3,0,0,1,10,3,3,6,6,6,80%,80%,100%,Kuning
41003,Universitas Islam Nusantara,6,6,6,10,10,10,0,3,0,0,4,2,2,0,7,7,7,6,1,1,69%,69%,91%,Kuning
41015,Universitas Langlang Buana,6,6,6,10,10,10,0,3,0,0,3,3,3,0,3,3,3,6,0,0,54%,54%,80%,Kuning
41120,Universitas Linggabuana PGRI Sukabumi,6,6,6,10,5,5,3,3,3,3,0,0,0,0,1,1,1,5,5,5,57%,57%,71%,Kuning
41058,Universitas Lintas Internasional Indonesia,6,5,5,9,9,9,2,3,3,3,3,3,0,3,4,4,3,6,5,5,71%,74%,80%,Kuning
41090,Universitas Mandiri,6,6,6,10,4,4,1,3,0,0,4,0,0,0,9,9,9,6,2,2,60%,60%,97%,Kuning
41073,Universitas Masoem,6,6,6,8,7,7,5,3,2,2,4,0,0,0,1,1,1,6,6,6,63%,63%,69%,Kuning
41094,Universitas Medika Suherman,6,6,6,10,10,10,4,3,3,3,3,3,3,0,3,3,3,6,6,6,80%,80%,80%,Kuning
41040,Universitas Muhammadiyah Sukabumi,6,6,6,9,9,9,3,3,3,3,2,1,1,0,9,9,8,0,0,0,74%,77%,77%,Kuning
41051,Universitas Muhammadiyah Tangerang,6,6,6,7,7,7,5,3,3,3,3,3,3,0,1,1,1,6,6,6,66%,66%,66%,Kuning
41054,Universitas Nahdlatul Ulama Cirebon,6,6,6,10,8,8,0,3,2,2,3,1,1,0,1,1,1,6,6,6,66%,66%,74%,Kuning
41072,Universitas Pelita Bangsa,6,5,5,7,7,7,12,3,3,3,3,3,2,1,10,10,0,6,6,6,60%,89%,91%,Kuning
41063,Universitas Perjuangan Tasikmalaya,6,6,6,10,7,7,3,3,3,3,4,4,4,1,1,1,1,6,6,6,66%,66%,74%,Kuning
41083,Universitas Persatuan Islam,6,6,6,10,10,10,0,3,3,3,4,4,4,0,1,1,1,6,6,6,74%,74%,74%,Kuning
41108,Universitas Pertiwi,6,6,6,10,10,10,0,3,3,3,4,0,0,0,5,3,3,6,1,1,66%,66%,86%,Kuning
41123,Universitas Santo Borromeus,6,6,6,8,7,7,5,3,3,3,3,2,2,0,3,3,3,6,6,6,71%,71%,74%,Kuning
